image,superclass_index,subclass_index,description
4611.jpg,2,1,"nature photograph of a reptile, specifically a African chameleon, Chamaeleo chamaeleon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4612.jpg,2,50,"nature photograph of a reptile, specifically a European fire salamander, Salamandra salamandra, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4613.jpg,0,20,"nature photograph of a bird, specifically a king penguin, Aptenodytes patagonica, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4614.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4615.jpg,1,53,"nature photograph of a dog, specifically a soft-coated wheaten terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4616.jpg,1,62,"nature photograph of a dog, specifically a Afghan hound, Afghan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4617.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4618.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4619.jpg,1,38,"nature photograph of a dog, specifically a Sealyham terrier, Sealyham, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4620.jpg,0,27,"nature photograph of a bird, specifically a water ouzel, dipper, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4621.jpg,0,86,"nature photograph of a bird, specifically a European gallinule, Porphyrio porphyrio, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4622.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4623.jpg,1,38,"nature photograph of a dog, specifically a Sealyham terrier, Sealyham, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4624.jpg,1,64,"nature photograph of a dog, specifically a Rhodesian ridgeback, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4625.jpg,2,71,"nature photograph of a reptile, specifically a Gila monster, Heloderma suspectum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4626.jpg,0,86,"nature photograph of a bird, specifically a European gallinule, Porphyrio porphyrio, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4627.jpg,2,15,"nature photograph of a reptile, specifically a mud turtle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4628.jpg,1,65,"nature photograph of a dog, specifically a beagle, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4629.jpg,1,49,"nature photograph of a dog, specifically a bloodhound, sleuthhound, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4630.jpg,1,21,"nature photograph of a dog, specifically a Chihuahua, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4631.jpg,2,39,"nature photograph of a reptile, specifically a frilled lizard, Chlamydosaurus kingi, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4632.jpg,2,72,"nature photograph of a reptile, specifically a axolotl, mud puppy, Ambystoma mexicanum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4633.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4634.jpg,2,29,"nature photograph of a reptile, specifically a spotted salamander, Ambystoma maculatum, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4635.jpg,0,80,"nature photograph of a bird, specifically a American coot, marsh hen, mud hen, water hen, Fulica americana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4636.jpg,1,46,"nature photograph of a dog, specifically a papillon, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4637.jpg,1,12,"nature photograph of a dog, specifically a Tibetan terrier, chrysanthemum dog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4638.jpg,0,14,"nature photograph of a bird, specifically a junco, snowbird, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4639.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4640.jpg,0,28,"nature photograph of a bird, specifically a black grouse, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4641.jpg,2,81,"nature photograph of a reptile, specifically a ringneck snake, ring-necked snake, ring snake, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4642.jpg,2,68,"nature photograph of a reptile, specifically a leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4643.jpg,2,66,"nature photograph of a reptile, specifically a green lizard, Lacerta viridis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4644.jpg,1,31,"nature photograph of a dog, specifically a Shih-Tzu, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4645.jpg,0,75,"nature photograph of a bird, specifically a chickadee, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4646.jpg,1,38,"nature photograph of a dog, specifically a Sealyham terrier, Sealyham, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4647.jpg,0,19,"nature photograph of a bird, specifically a brambling, Fringilla montifringilla, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4648.jpg,2,67,"nature photograph of a reptile, specifically a banded gecko, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4649.jpg,2,69,"nature photograph of a reptile, specifically a tree frog, tree-frog, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4650.jpg,2,3,"nature photograph of a reptile, specifically a terrapin, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4651.jpg,0,73,"nature photograph of a bird, specifically a dowitcher, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4652.jpg,1,22,"nature photograph of a dog, specifically a Japanese spaniel, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4653.jpg,1,45,"nature photograph of a dog, specifically a Australian terrier, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4654.jpg,0,19,"nature photograph of a bird, specifically a brambling, Fringilla montifringilla, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4655.jpg,0,6,"nature photograph of a bird, specifically a ptarmigan, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4656.jpg,2,47,"nature photograph of a reptile, specifically a Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4657.jpg,2,33,"nature photograph of a reptile, specifically a common iguana, iguana, Iguana iguana, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
4658.jpg,2,34,"nature photograph of a reptile, specifically a tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui, centered composition, photorealistic, 8k, the animal is fully visible within frame and not cut off"
